CD_ALUNO
1804523198
1541667548
1148579691
1980283077
1405158573
1384690431
1322828867
1843836452
1801176834
1889232844
1033932479
1164961043
1207540937
1064506303
1202584075
1771643891
1785655303
1832863222
1662135999
1592023032
1014895584
1214572616
1741936637
1887102778
1002242507
1117012048
1681541492
1112390932
1669678160
1949782841
1398033714
1482144732
1584219430
1209886014
1298612820
1852028107
1115717304
1325285869
1173428891
1400613246
1032399915
1542853402
1259444681
1124410142
1201923019
1512946028
1128816975
1724827068
1008197858
1000361702
1686330169
14032512427
10294608421
19642074071
13896314484
15997444106
15750182766
15858463871
19598734683
17923359938
17708567957
16891264169
1888812933
1951674201
1325021763
1200248348
1330563203
1136279724
1756811037
1990739400
1513840685
1589460836
1724022593
1643993504
1117406617
1615950942
1392635476
1922572597
1826386522
1669269814
1161919623
1146438388
1105623445
1292767066
1847461777
1542628318
1935656133
1010283629
1537035290
1870900904
1579089986
1442293404
1339971820
1402337568
1674575989
1381242495
1726059632
1814332209
1569413997
1066501318
1569835522
1157323188
1350749462
1992444760
1127872951
1945946783
1919218074
1359053480
1989547376
1248570985
1523446506
1179929113
1974163496
1358299552
1344814414
1768710602
1055115464
1938406484
1419119226
1951924520
1623871834
1147214083
1398990094
1508549147
1735930631
1314553798
1535703344
1503415006
1948686668
1283904224
1563438434
1976791089
1384503548
1470456682
1598242760
1099073156
1430182410
1345291508
1954555352
1851231892
1811231062
1954350887
1238825687
1678548367
1526608082
1516276646
1408851290
1907496450
1539833967
1359010330
1799317787
1910808646
1983044256
1839363077
1588704478
1644239803
1859207706
1566785443
1183420425
1673925345
1816118379
1505473122
1859259969
1000302271
1069318116
1483310837
1177163893
1964128908
14382037847
